Time	Rpm
2020-10-21T10:38:04.140000+09:00	1218.75
2020-10-21T10:38:04.160000+09:00	1215.625
2020-10-21T10:38:04.180000+09:00	1208.59375
2020-10-21T10:38:04.210000+09:00	1201.5625
2020-10-21T10:38:04.230000+09:00	1196.09375
2020-10-21T10:38:04.250000+09:00	1193.75
2020-10-21T10:38:04.280000+09:00	1185.9375
2020-10-21T10:38:04.300000+09:00	1180.46875
2020-10-21T10:38:04.320000+09:00	1179.6875
2020-10-21T10:38:04.350000+09:00	1175
2020-10-21T10:38:04.370000+09:00	1172.65625
2020-10-21T10:38:04.400000+09:00	1167.1875
2020-10-21T10:38:04.420000+09:00	1170.3125
2020-10-21T10:38:04.440000+09:00	1171.875
2020-10-21T10:38:04.470000+09:00	1171.875
2020-10-21T10:38:04.490000+09:00	1171.09375
2020-10-21T10:38:04.510000+09:00	1173.4375
2020-10-21T10:38:04.540000+09:00	1177.34375
2020-10-21T10:38:04.560000+09:00	1175
2020-10-21T10:38:04.580000+09:00	1178.125
2020-10-21T10:38:04.610000+09:00	1177.34375
2020-10-21T10:38:04.630000+09:00	1179.6875
2020-10-21T10:38:04.650000+09:00	1178.125
2020-10-21T10:38:04.680000+09:00	1180.46875
2020-10-21T10:38:04.700000+09:00	1176.5625
2020-10-21T10:38:04.730000+09:00	1178.125
2020-10-21T10:38:04.750000+09:00	1183.59375
2020-10-21T10:38:04.770000+09:00	1178.90625
2020-10-21T10:38:04.800000+09:00	1179.6875
2020-10-21T10:38:04.820000+09:00	1182.03125
2020-10-21T10:38:04.840000+09:00	1182.8125
2020-10-21T10:38:04.870000+09:00	1182.8125
2020-10-21T10:38:04.890000+09:00	1189.0625
2020-10-21T10:38:04.910000+09:00	1182.8125
2020-10-21T10:38:04.940000+09:00	1185.15625
2020-10-21T10:38:04.960000+09:00	1189.84375
2020-10-21T10:38:04.980000+09:00	1186.71875
2020-10-21T10:38:05.010000+09:00	1185.9375
2020-10-21T10:38:05.030000+09:00	1190.625
2020-10-21T10:38:05.050000+09:00	1189.0625
2020-10-21T10:38:05.080000+09:00	1179.6875
2020-10-21T10:38:05.100000+09:00	1187.5
2020-10-21T10:38:05.130000+09:00	1175.78125
2020-10-21T10:38:05.150000+09:00	1171.09375
2020-10-21T10:38:05.170000+09:00	1171.09375
2020-10-21T10:38:05.200000+09:00	1166.40625
2020-10-21T10:38:05.220000+09:00	1153.90625
2020-10-21T10:38:05.240000+09:00	1158.59375
2020-10-21T10:38:05.270000+09:00	1153.125
2020-10-21T10:38:05.290000+09:00	1147.65625
2020-10-21T10:38:05.310000+09:00	1147.65625
2020-10-21T10:38:05.340000+09:00	1142.1875
2020-10-21T10:38:05.360000+09:00	1146.09375
2020-10-21T10:38:05.380000+09:00	1137.5
2020-10-21T10:38:05.410000+09:00	1145.3125
2020-10-21T10:38:05.430000+09:00	1138.28125
2020-10-21T10:38:05.460000+09:00	1142.96875
2020-10-21T10:38:05.480000+09:00	1141.40625
2020-10-21T10:38:05.500000+09:00	1142.1875
2020-10-21T10:38:05.530000+09:00	1139.0625
2020-10-21T10:38:05.550000+09:00	1142.1875
2020-10-21T10:38:05.570000+09:00	1145.3125
2020-10-21T10:38:05.600000+09:00	1142.96875
2020-10-21T10:38:05.620000+09:00	1147.65625
2020-10-21T10:38:05.640000+09:00	1145.3125
2020-10-21T10:38:05.670000+09:00	1149.21875
2020-10-21T10:38:05.690000+09:00	1148.4375
2020-10-21T10:38:05.710000+09:00	1147.65625
2020-10-21T10:38:05.740000+09:00	1148.4375
2020-10-21T10:38:05.760000+09:00	1150
2020-10-21T10:38:05.790000+09:00	1151.5625
2020-10-21T10:38:05.810000+09:00	1148.4375
2020-10-21T10:38:05.830000+09:00	1153.90625
2020-10-21T10:38:05.860000+09:00	1148.4375
2020-10-21T10:38:05.880000+09:00	1153.90625
2020-10-21T10:38:05.900000+09:00	1153.90625
2020-10-21T10:38:05.930000+09:00	1151.5625
2020-10-21T10:38:05.950000+09:00	1147.65625
2020-10-21T10:38:05.970000+09:00	1157.03125
2020-10-21T10:38:06.000000+09:00	1151.5625
2020-10-21T10:38:06.000025+09:00	1151.5625
2020-10-21T10:38:06.000050+09:00	1151.5625
2020-10-21T10:38:06.000075+09:00	1151.5625
2020-10-21T10:38:06.000100+09:00	1151.5625
2020-10-21T10:38:06.000125+09:00	1151.5625
2020-10-21T10:38:06.000150+09:00	1151.5625
2020-10-21T10:38:06.000175+09:00	1151.5625
2020-10-21T10:38:06.000200+09:00	1151.5625
2020-10-21T10:38:06.000225+09:00	1151.5625
2020-10-21T10:38:06.000250+09:00	1151.5625
2020-10-21T10:38:06.000275+09:00	1151.5625
2020-10-21T10:38:06.000300+09:00	1151.5625
2020-10-21T10:38:06.000325+09:00	1151.5625
2020-10-21T10:38:06.000350+09:00	1151.5625
2020-10-21T10:38:06.000375+09:00	1151.5625
2020-10-21T10:38:06.000400+09:00	1151.5625
2020-10-21T10:38:06.000425+09:00	1151.5625
2020-10-21T10:38:06.000450+09:00	1151.5625
2020-10-21T10:38:06.000475+09:00	1151.5625
2020-10-21T10:38:06.000500+09:00	1151.5625
2020-10-21T10:38:06.000525+09:00	1151.5625
2020-10-21T10:38:06.000550+09:00	1151.5625
2020-10-21T10:38:06.000575+09:00	1151.5625
2020-10-21T10:38:06.000600+09:00	1151.5625
2020-10-21T10:38:06.000625+09:00	1151.5625
2020-10-21T10:38:06.000650+09:00	1151.5625
2020-10-21T10:38:06.000675+09:00	1151.5625
2020-10-21T10:38:06.000700+09:00	1151.5625
2020-10-21T10:38:06.000725+09:00	1151.5625
2020-10-21T10:38:06.000750+09:00	1151.5625
2020-10-21T10:38:06.000775+09:00	1151.5625
2020-10-21T10:38:06.000800+09:00	1151.5625
2020-10-21T10:38:06.000825+09:00	1151.5625
2020-10-21T10:38:06.000850+09:00	1151.5625
2020-10-21T10:38:06.000875+09:00	1151.5625
2020-10-21T10:38:06.000900+09:00	1151.5625
2020-10-21T10:38:06.000925+09:00	1151.5625
2020-10-21T10:38:06.000950+09:00	1151.5625
2020-10-21T10:38:06.000975+09:00	1151.5625
2020-10-21T10:38:06.001000+09:00	1151.5625
2020-10-21T10:38:06.001025+09:00	1151.5625
2020-10-21T10:38:06.001050+09:00	1151.5625
2020-10-21T10:38:06.001075+09:00	1151.5625
2020-10-21T10:38:06.001100+09:00	1151.5625
2020-10-21T10:38:06.001125+09:00	1151.5625
2020-10-21T10:38:06.001150+09:00	1151.5625
2020-10-21T10:38:06.001175+09:00	1151.5625
2020-10-21T10:38:06.001200+09:00	1151.5625
2020-10-21T10:38:06.001225+09:00	1151.5625
2020-10-21T10:38:06.001250+09:00	1151.5625
2020-10-21T10:38:06.001275+09:00	1151.5625
2020-10-21T10:38:06.001300+09:00	1151.5625
2020-10-21T10:38:06.001325+09:00	1151.5625
2020-10-21T10:38:06.001350+09:00	1151.5625
2020-10-21T10:38:06.001375+09:00	1151.5625
2020-10-21T10:38:06.001400+09:00	1151.5625
2020-10-21T10:38:06.001425+09:00	1151.5625
2020-10-21T10:38:06.001450+09:00	1151.5625
2020-10-21T10:38:06.001475+09:00	1151.5625
2020-10-21T10:38:06.001500+09:00	1151.5625
2020-10-21T10:38:06.001525+09:00	1151.5625
2020-10-21T10:38:06.001550+09:00	1151.5625
2020-10-21T10:38:06.001575+09:00	1151.5625
2020-10-21T10:38:06.001600+09:00	1151.5625
2020-10-21T10:38:06.001625+09:00	1151.5625
2020-10-21T10:38:06.001650+09:00	1151.5625
2020-10-21T10:38:06.001675+09:00	1151.5625
2020-10-21T10:38:06.001700+09:00	1151.5625
2020-10-21T10:38:06.001725+09:00	1151.5625
2020-10-21T10:38:06.001750+09:00	1151.5625
2020-10-21T10:38:06.001775+09:00	1151.5625
2020-10-21T10:38:06.001800+09:00	1151.5625
2020-10-21T10:38:06.001825+09:00	1151.5625
2020-10-21T10:38:06.001850+09:00	1151.5625
2020-10-21T10:38:06.001875+09:00	1151.5625
2020-10-21T10:38:06.001900+09:00	1151.5625
2020-10-21T10:38:06.001925+09:00	1151.5625
2020-10-21T10:38:06.001950+09:00	1151.5625
2020-10-21T10:38:06.001975+09:00	1151.5625
2020-10-21T10:38:06.002000+09:00	1151.5625
2020-10-21T10:38:06.002025+09:00	1151.5625
2020-10-21T10:38:06.002050+09:00	1151.5625
2020-10-21T10:38:06.002075+09:00	1151.5625
2020-10-21T10:38:06.002100+09:00	1151.5625
2020-10-21T10:38:06.002125+09:00	1151.5625
2020-10-21T10:38:06.002150+09:00	1151.5625
2020-10-21T10:38:06.002175+09:00	1151.5625
2020-10-21T10:38:06.002200+09:00	1151.5625
2020-10-21T10:38:06.002225+09:00	1151.5625
2020-10-21T10:38:06.002250+09:00	1151.5625
2020-10-21T10:38:06.002275+09:00	1151.5625
2020-10-21T10:38:06.002300+09:00	1151.5625
2020-10-21T10:38:06.002325+09:00	1151.5625
2020-10-21T10:38:06.002350+09:00	1151.5625
2020-10-21T10:38:06.002375+09:00	1151.5625
2020-10-21T10:38:06.002400+09:00	1151.5625
2020-10-21T10:38:06.002425+09:00	1151.5625
2020-10-21T10:38:06.002450+09:00	1151.5625
2020-10-21T10:38:06.002475+09:00	1151.5625
2020-10-21T10:38:06.002500+09:00	1151.5625
2020-10-21T10:38:06.002525+09:00	1151.5625
2020-10-21T10:38:06.002550+09:00	1151.5625
2020-10-21T10:38:06.002575+09:00	1151.5625
2020-10-21T10:38:06.002600+09:00	1151.5625
2020-10-21T10:38:06.002625+09:00	1151.5625
2020-10-21T10:38:06.002650+09:00	1151.5625
2020-10-21T10:38:06.002675+09:00	1151.5625
2020-10-21T10:38:06.002700+09:00	1151.5625
2020-10-21T10:38:06.002725+09:00	1151.5625
2020-10-21T10:38:06.002750+09:00	1151.5625
2020-10-21T10:38:06.002775+09:00	1151.5625
2020-10-21T10:38:06.002800+09:00	1151.5625
2020-10-21T10:38:06.002825+09:00	1151.5625
2020-10-21T10:38:06.002850+09:00	1151.5625
2020-10-21T10:38:06.002875+09:00	1151.5625
2020-10-21T10:38:06.002900+09:00	1151.5625
2020-10-21T10:38:06.002925+09:00	1151.5625
